Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Date
Sudan,15,1,2.0,0,2.0,0.0,0.0,2020-04-17
Dominica,15,0,0.0,0,1.0,0.0,293.0,2020-04-17
Fiji,15,0,0.0,0,0.0,0.0,0.0,2020-04-17
Curaçao,14,0,1.0,0,7.0,0.0,0.0,2020-04-17
Saint Lucia,14,0,0.0,0,1.0,0.0,0.0,2020-04-17
Botswana,13,7,1.0,0,0.0,0.0,1154.0,2020-04-17
Somalia,12,0,1.0,0,1.0,0.0,0.0,2020-04-17
Grenada,12,0,0.0,0,0.0,2.0,45.0,2020-04-17
St. Vincent Grenadines,12,4,0.0,0,1.0,0.0,56.0,2020-04-17
Eswatini,12,0,0.0,0,7.0,0.0,0.0,2020-04-17
Zimbabwe,11,0,3.0,0,0.0,0.0,371.0,2020-04-17
Chad,11,1,0.0,0,2.0,0.0,0.0,2020-04-17
Greenland,11,0,0.0,0,11.0,0.0,770.0,2020-04-17
Saint Kitts and Nevis,11,0,0.0,0,0.0,0.0,183.0,2020-04-17
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-17
Suriname,10,0,1.0,0,4.0,0.0,0.0,2020-04-17
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-17
Belize,9,1,1.0,0,0.0,1.0,364.0,2020-04-17
Nepal,9,0,0.0,0,1.0,0.0,2895.0,2020-04-17
Montserrat,9,0,0.0,0,0.0,1.0,36.0,2020-04-17
Malawi,8,0,1.0,0,0.0,1.0,0.0,2020-04-17
Turks and Caicos,8,0,1.0,0,0.0,0.0,61.0,2020-04-17
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-17
Vatican City,8,0,0.0,0,2.0,0.0,0.0,2020-04-17
Cabo Verde,7,0,1.0,0,1.0,0.0,0.0,2020-04-17
Mauritania,7,1,1.0,0,2.0,0.0,258.0,2020-04-17
Nicaragua,7,1,1.0,0,0.0,0.0,0.0,2020-04-17
Sierra Leone,7,0,0.0,0,0.0,0.0,0.0,2020-04-17
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-17
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-17
Falkland Islands,5,0,0.0,0,1.0,0.0,137.0,2020-04-17
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-17
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-17
Western Sahara,4,0,0.0,0,0.0,0.0,0.0,2020-04-17
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-17
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-17
Burundi,3,0,0.0,0,0.0,0.0,0.0,2020-04-17
South Sudan,3,1,0.0,0,0.0,0.0,0.0,2020-04-17
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,10.0,2020-04-17
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-17
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-17
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-17
China,81865,0,3335.0,0,77370.0,176.0,0.0,2020-04-17
Total:,1600984,82858,95604.0,7144,355671.0,49148.0,0.0,2020-04-17
World,1518126,84385,88460.0,6414,330357.0,48079.0,0.0,2020-04-18
China,81865,63,3335.0,2,77370.0,176.0,0.0,2020-04-18
USA,435030,31935,14791.0,1940,22891.0,9279.0,2209041.0,2020-04-18
Spain,148220,6278,14792.0,747,48021.0,7069.0,355000.0,2020-04-18
Italy,139422,3836,17669.0,542,26491.0,3693.0,807125.0,2020-04-18
Germany,113296,5633,2349.0,333,46300.0,4895.0,1317887.0,2020-04-18
France,112950,3881,10869.0,541,21254.0,7148.0,224254.0,2020-04-18
Iran,64586,1997,3993.0,121,29812.0,3987.0,211136.0,2020-04-18
UK,60733,5491,7097.0,938,135.0,1559.0,282074.0,2020-04-18
Turkey,38226,4117,812.0,87,1846.0,1492.0,247768.0,2020-04-18
Belgium,23403,1209,2240.0,205,4681.0,1276.0,84248.0,2020-04-18
Switzerland,23280,1027,895.0,74,9800.0,391.0,171938.0,2020-04-18
Netherlands,20549,969,2248.0,147,250.0,1424.0,101534.0,2020-04-18
Canada,19438,1541,427.0,46,4548.0,426.0,361969.0,2020-04-18
Brazil,16188,2154,820.0,134,127.0,296.0,54824.0,2020-04-18
Portugal,13141,699,380.0,35,196.0,245.0,128784.0,2020-04-18
Austria,12942,303,273.0,30,4512.0,267.0,120755.0,2020-04-18
S. Korea,10384,53,200.0,8,6776.0,55.0,477304.0,2020-04-18
Israel,9404,156,73.0,8,801.0,147.0,117339.0,2020-04-18
Russia,8672,1175,63.0,5,580.0,8.0,910221.0,2020-04-18
Sweden,8419,726,687.0,96,205.0,678.0,54700.0,2020-04-18
Ireland,6074,365,235.0,25,25.0,165.0,42484.0,2020-04-18
Australia,6052,64,50.0,1,2813.0,87.0,319784.0,2020-04-18
Norway,6042,0,101.0,12,32.0,78.0,113896.0,2020-04-18
India,5916,565,178.0,18,506.0,0.0,167235.0,2020-04-18
Chile,5546,430,48.0,5,1115.0,362.0,60391.0,2020-04-18
Denmark,5402,331,218.0,15,1621.0,127.0,64002.0,2020-04-18
Czechia,5312,295,99.0,11,233.0,103.0,98681.0,2020-04-18
Poland,5205,357,159.0,30,222.0,160.0,99284.0,2020-04-18
Romania,4761,344,220.0,23,528.0,162.0,47207.0,2020-04-18
Japan,4667,410,94.0,1,632.0,99.0,55311.0,2020-04-18
Ecuador,4450,455,242.0,22,140.0,146.0,14406.0,2020-04-18
Peru,4342,1388,121.0,14,1333.0,113.0,39599.0,2020-04-18
Pakistan,4263,228,61.0,4,467.0,25.0,42159.0,2020-04-18
Malaysia,4119,156,65.0,2,1487.0,76.0,58240.0,2020-04-18
Philippines,3870,106,182.0,5,96.0,1.0,24500.0,2020-04-18
Luxembourg,3034,64,46.0,2,500.0,34.0,26573.0,2020-04-18
Indonesia,2956,218,240.0,19,222.0,0.0,14354.0,2020-04-18
Saudi Arabia,2932,137,41.0,0,631.0,41.0,0.0,2020-04-18
Mexico,2785,346,141.0,16,633.0,89.0,25410.0,2020-04-18
Serbia,2666,219,65.0,4,118.0,112.0,10761.0,2020-04-18
UAE,2659,300,12.0,0,239.0,1.0,593095.0,2020-04-18
Panama,2528,428,63.0,8,16.0,101.0,11776.0,2020-04-18
Finland,2487,179,40.0,6,300.0,82.0,36500.0,2020-04-18
Thailand,2369,111,30.0,3,888.0,61.0,71860.0,2020-04-18
Qatar,2210,153,6.0,0,178.0,37.0,41818.0,2020-04-18
Dominican Republic,2111,155,108.0,10,50.0,147.0,4542.0,2020-04-18
Colombia,2054,274,55.0,5,123.0,76.0,33575.0,2020-04-18
Greece,1884,52,83.0,2,269.0,84.0,32528.0,2020-04-18
South Africa,1845,96,18.0,5,95.0,7.0,63776.0,2020-04-18
Argentina,1795,80,65.0,5,358.0,96.0,13330.0,2020-04-18
Ukraine,1668,206,52.0,7,35.0,33.0,7205.0,2020-04-18
Singapore,1623,142,6.0,0,406.0,29.0,65000.0,2020-04-18
Iceland,1616,30,6.0,0,633.0,13.0,30947.0,2020-04-18
Algeria,1572,104,205.0,12,237.0,46.0,3359.0,2020-04-18
Egypt,1560,110,103.0,9,305.0,0.0,25000.0,2020-04-18
Croatia,1343,61,19.0,1,179.0,36.0,13125.0,2020-04-18
Morocco,1275,91,93.0,3,97.0,1.0,5752.0,2020-04-18
New Zealand,1210,50,1.0,0,282.0,4.0,46875.0,2020-04-18
Iraq,1202,80,69.0,4,452.0,0.0,28414.0,2020-04-18
Estonia,1185,36,24.0,3,72.0,11.0,24813.0,2020-04-18
Moldova,1174,118,27.0,5,40.0,80.0,5108.0,2020-04-18
Slovenia,1091,32,40.0,4,120.0,35.0,30669.0,2020-04-18
Belarus,1066,205,13.0,0,77.0,33.0,46000.0,2020-04-18
Hong Kong,961,25,4.0,0,264.0,14.0,96709.0,2020-04-18
Lithuania,912,32,15.0,0,8.0,21.0,30108.0,2020-04-18
Hungary,895,78,58.0,11,94.0,17.0,25748.0,2020-04-18
Armenia,881,28,9.0,1,114.0,30.0,5452.0,2020-04-18
Kuwait,855,112,1.0,0,111.0,21.0,0.0,2020-04-18
Bahrain,823,12,5.0,0,477.0,3.0,52351.0,2020-04-18
Azerbaijan,822,105,8.0,0,63.0,23.0,53300.0,2020-04-18
Bosnia and Herzegovina,804,40,34.0,1,79.0,4.0,6911.0,2020-04-18
Cameroon,730,45,10.0,1,60.0,0.0,0.0,2020-04-18
Kazakhstan,727,30,7.0,1,54.0,21.0,56775.0,2020-04-18
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-18
Slovakia,682,101,2.0,0,16.0,3.0,19681.0,2020-04-18
Tunisia,628,5,24.0,1,25.0,67.0,8878.0,2020-04-18
North Macedonia,617,18,29.0,3,35.0,15.0,6230.0,2020-04-18
Bulgaria,593,16,24.0,1,42.0,27.0,15899.0,2020-04-18
Latvia,577,29,2.0,0,16.0,5.0,24036.0,2020-04-18
Lebanon,576,28,19.0,0,62.0,29.0,10808.0,2020-04-18
Andorra,564,19,23.0,1,52.0,17.0,1673.0,2020-04-18
Uzbekistan,545,25,3.0,1,30.0,8.0,0.0,2020-04-18
Cyprus,526,32,9.0,0,52.0,13.0,14273.0,2020-04-18
Costa Rica,502,19,3.0,1,29.0,15.0,6035.0,2020-04-18
Cuba,457,61,12.0,1,27.0,15.0,9410.0,2020-04-18
Uruguay,456,32,7.0,0,192.0,14.0,6175.0,2020-04-18
Afghanistan,444,21,14.0,0,29.0,0.0,0.0,2020-04-18
Oman,419,48,2.0,0,72.0,3.0,0.0,2020-04-18
Burkina Faso,414,30,23.0,4,134.0,0.0,0.0,2020-04-18
Albania,400,17,22.0,0,154.0,7.0,2989.0,2020-04-18
Ivory Coast,384,35,3.0,0,48.0,0.0,0.0,2020-04-18
Taiwan,379,3,5.0,0,67.0,0.0,40702.0,2020-04-18
Réunion,362,4,0.0,0,40.0,4.0,0.0,2020-04-18
Jordan,358,5,6.0,0,150.0,5.0,17000.0,2020-04-18
Channel Islands,351,16,8.0,1,38.0,0.0,1157.0,2020-04-18
Niger,342,64,11.0,0,28.0,0.0,4199.0,2020-04-18
Ghana,313,26,6.0,1,34.0,2.0,0.0,2020-04-18
Honduras,312,7,22.0,0,6.0,10.0,0.0,2020-04-18
San Marino,308,29,34.0,0,45.0,14.0,722.0,2020-04-18
Malta,299,6,1.0,1,16.0,4.0,12731.0,2020-04-18
Nigeria,276,22,6.0,0,44.0,2.0,5000.0,2020-04-18
Mauritius,273,5,7.0,0,19.0,3.0,4913.0,2020-04-18
Kyrgyzstan,270,42,4.0,0,33.0,5.0,9618.0,2020-04-18
Palestine,263,2,1.0,0,44.0,0.0,15450.0,2020-04-18
Vietnam,251,0,0.0,0,126.0,8.0,110124.0,2020-04-18
Montenegro,248,7,2.0,0,4.0,7.0,2329.0,2020-04-18
Senegal,244,7,2.0,0,113.0,1.0,0.0,2020-04-18
Bangladesh,218,54,20.0,3,33.0,1.0,5164.0,2020-04-18
Georgia,211,15,3.0,0,50.0,6.0,3271.0,2020-04-18
Bolivia,210,16,15.0,1,2.0,3.0,591.0,2020-04-18
Sri Lanka,189,4,7.0,1,44.0,5.0,3248.0,2020-04-18
Mayotte,184,13,2.0,0,22.0,3.0,1100.0,2020-04-18
Faeroe Islands,184,0,0.0,0,131.0,1.0,5153.0,2020-04-18
DRC,180,0,18.0,0,9.0,0.0,0.0,2020-04-18
Kenya,179,7,6.0,0,9.0,2.0,4973.0,2020-04-18
Venezuela,167,1,9.0,2,65.0,6.0,1779.0,2020-04-18
Guinea,164,20,0.0,0,5.0,0.0,0.0,2020-04-18
Isle of Man,158,8,1.0,0,82.0,7.0,1824.0,2020-04-18
Martinique,154,2,6.0,2,50.0,19.0,0.0,2020-04-18
Guadeloupe,141,2,8.0,1,43.0,13.0,0.0,2020-04-18
Brunei,135,0,1.0,0,91.0,3.0,8845.0,2020-04-18
Djibouti,135,45,0.0,0,25.0,0.0,3106.0,2020-04-18
Gibraltar,120,7,0.0,0,60.0,0.0,1481.0,2020-04-18
Paraguay,119,4,5.0,0,15.0,1.0,2039.0,2020-04-18
Cambodia,117,2,0.0,0,63.0,1.0,5768.0,2020-04-18
Rwanda,110,5,0.0,0,7.0,0.0,806.0,2020-04-18
Trinidad and Tobago,107,0,8.0,0,1.0,0.0,878.0,2020-04-18
El Salvador,93,15,5.0,1,9.0,2.0,0.0,2020-04-18
Madagascar,93,5,0.0,0,11.0,1.0,0.0,2020-04-18
Guatemala,87,10,3.0,0,17.0,3.0,1134.0,2020-04-18
French Guiana,83,6,0.0,0,43.0,1.0,0.0,2020-04-18
Monaco,81,2,1.0,0,4.0,4.0,0.0,2020-04-18
Liechtenstein,78,0,1.0,0,55.0,0.0,900.0,2020-04-18
Aruba,77,3,0.0,0,14.0,0.0,990.0,2020-04-18
Togo,70,5,3.0,0,23.0,0.0,1747.0,2020-04-18
Jamaica,63,0,4.0,1,10.0,0.0,540.0,2020-04-18
Barbados,63,0,3.0,0,8.0,4.0,655.0,2020-04-18
Mali,59,3,7.0,2,16.0,0.0,0.0,2020-04-18
Ethiopia,55,3,2.0,0,4.0,1.0,2496.0,2020-04-18
Uganda,53,1,0.0,0,0.0,0.0,3310.0,2020-04-18
French Polynesia,51,4,0.0,0,0.0,0.0,744.0,2020-04-18
Congo,45,0,5.0,0,2.0,0.0,0.0,2020-04-18
Cayman Islands,45,0,1.0,0,6.0,0.0,479.0,2020-04-18
Macao,45,1,0.0,0,10.0,1.0,0.0,2020-04-18
Bahamas,40,7,7.0,1,5.0,1.0,0.0,2020-04-18
Sint Maarten,40,0,6.0,0,1.0,2.0,112.0,2020-04-18
Bermuda,39,0,3.0,1,23.0,0.0,315.0,2020-04-18
Zambia,39,0,1.0,0,7.0,1.0,1239.0,2020-04-18
Guyana,37,4,6.0,1,8.0,4.0,145.0,2020-04-18
Gabon,34,4,1.0,0,1.0,0.0,0.0,2020-04-18
Eritrea,33,2,0.0,0,0.0,0.0,0.0,2020-04-18
Guinea-Bissau,33,0,0.0,0,0.0,0.0,0.0,2020-04-18
Saint Martin,32,0,2.0,0,7.0,6.0,0.0,2020-04-18
Liberia,31,17,4.0,1,3.0,0.0,0.0,2020-04-18
Haiti,27,2,1.0,0,0.0,0.0,257.0,2020-04-18
Benin,26,0,1.0,0,5.0,0.0,0.0,2020-04-18
Tanzania,25,1,1.0,0,5.0,0.0,0.0,2020-04-18
Myanmar,22,0,3.0,2,0.0,0.0,1246.0,2020-04-18
Libya,21,1,1.0,0,8.0,0.0,355.0,2020-04-18
Angola,19,2,2.0,0,2.0,0.0,0.0,2020-04-18
Antigua and Barbuda,19,0,2.0,1,0.0,1.0,40.0,2020-04-18
Syria,19,0,2.0,0,4.0,0.0,0.0,2020-04-18
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-18
Equatorial Guinea,18,2,0.0,0,3.0,0.0,854.0,2020-04-18
New Caledonia,18,0,0.0,0,1.0,0.0,2320.0,2020-04-18
Mozambique,17,7,0.0,0,1.0,0.0,467.0,2020-04-18
Mongolia,16,1,0.0,0,4.0,0.0,0.0,2020-04-18
Namibia,16,0,0.0,0,3.0,0.0,362.0,2020-04-18
Dominica,15,0,0.0,0,1.0,0.0,293.0,2020-04-18
Fiji,15,0,0.0,0,0.0,0.0,0.0,2020-04-18
Laos,15,1,0.0,0,0.0,0.0,781.0,2020-04-18
Sudan,14,0,2.0,0,2.0,0.0,0.0,2020-04-18
Curaçao,14,1,1.0,0,7.0,0.0,0.0,2020-04-18
Saint Lucia,14,0,0.0,0,1.0,0.0,0.0,2020-04-18
Somalia,12,4,1.0,1,1.0,0.0,0.0,2020-04-18
Grenada,12,0,0.0,0,0.0,2.0,45.0,2020-04-18
Eswatini,12,2,0.0,0,7.0,0.0,0.0,2020-04-18
Zimbabwe,11,0,3.0,1,0.0,0.0,371.0,2020-04-18
Greenland,11,0,0.0,0,11.0,0.0,770.0,2020-04-18
Saint Kitts and Nevis,11,0,0.0,0,0.0,0.0,183.0,2020-04-18
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-18
Suriname,10,0,1.0,0,3.0,0.0,0.0,2020-04-18
Chad,10,0,0.0,0,2.0,0.0,0.0,2020-04-18
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-18
Nepal,9,0,0.0,0,1.0,0.0,2366.0,2020-04-18
Montserrat,9,0,0.0,0,0.0,1.0,36.0,2020-04-18
Belize,8,1,1.0,0,0.0,1.0,268.0,2020-04-18
Malawi,8,0,1.0,0,0.0,1.0,0.0,2020-04-18
Turks and Caicos,8,0,1.0,0,0.0,0.0,61.0,2020-04-18
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-18
Vatican City,8,1,0.0,0,2.0,0.0,0.0,2020-04-18
St. Vincent Grenadines,8,0,0.0,0,1.0,0.0,56.0,2020-04-18
Cabo Verde,7,0,1.0,0,1.0,0.0,0.0,2020-04-18
Sierra Leone,7,1,0.0,0,0.0,0.0,0.0,2020-04-18
Botswana,6,0,1.0,0,0.0,0.0,1154.0,2020-04-18
Mauritania,6,0,1.0,0,2.0,0.0,67.0,2020-04-18
Nicaragua,6,0,1.0,0,0.0,0.0,0.0,2020-04-18
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-18
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-18
Falkland Islands,5,3,0.0,0,1.0,0.0,137.0,2020-04-18
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-18
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-18
Western Sahara,4,0,0.0,0,0.0,0.0,0.0,2020-04-18
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-18
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-18
Burundi,3,0,0.0,0,0.0,0.0,0.0,2020-04-18
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,10.0,2020-04-18
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-18
South Sudan,2,0,0.0,0,0.0,0.0,0.0,2020-04-18
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-18
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-18
Total:,1518126,84385,88460.0,6414,330357.0,48079.0,0.0,2020-04-18
World,1696284,92590,102596.0,6903,375960.0,49833.0,0.0,2020-04-19
USA,501272,32706,18666.0,1975,27239.0,10916.0,2532931.0,2020-04-19
Spain,158273,5051,16081.0,634,55668.0,7371.0,355000.0,2020-04-19
Italy,147577,3951,18849.0,570,30455.0,3497.0,906864.0,2020-04-19
France,124869,7120,13197.0,987,24932.0,7004.0,333807.0,2020-04-19
Germany,122171,3936,2767.0,160,53913.0,4895.0,1317887.0,2020-04-19
UK,73758,8681,8958.0,980,344.0,1559.0,316836.0,2020-04-19
Iran,68192,1972,4232.0,122,35465.0,3969.0,242568.0,2020-04-19
Turkey,47029,4747,1006.0,98,2423.0,1667.0,307210.0,2020-04-19
Belgium,26667,1684,3019.0,496,5568.0,1278.0,84248.0,2020-04-19
Switzerland,24551,500,1002.0,54,11100.0,386.0,178500.0,2020-04-19
Netherlands,23097,1335,2511.0,115,250.0,1424.0,101534.0,2020-04-19
Canada,22108,1343,556.0,47,5871.0,557.0,370315.0,2020-04-19
Brazil,19638,1493,1057.0,103,173.0,296.0,62985.0,2020-04-19
Portugal,15472,1516,435.0,26,233.0,226.0,140863.0,2020-04-19
Austria,13555,311,319.0,24,6064.0,261.0,134743.0,2020-04-19
Russia,11917,1786,94.0,18,795.0,8.0,1090000.0,2020-04-19
S. Korea,10450,27,208.0,4,7117.0,55.0,503051.0,2020-04-19
Israel,10408,440,95.0,9,1183.0,124.0,117339.0,2020-04-19
Sweden,9685,544,870.0,77,381.0,749.0,54700.0,2020-04-19
Ireland,8089,1515,287.0,24,25.0,194.0,53000.0,2020-04-19
India,7598,873,246.0,19,774.0,0.0,189111.0,2020-04-19
Ecuador,7161,2196,297.0,25,368.0,171.0,21568.0,2020-04-19
Chile,6501,529,65.0,8,1571.0,70.0,72797.0,2020-04-19
Norway,6314,95,113.0,5,32.0,70.0,123170.0,2020-04-19
Australia,6203,51,53.0,2,3141.0,74.0,338346.0,2020-04-19
Poland,5955,380,181.0,7,318.0,160.0,118295.0,2020-04-19
Peru,5897,641,169.0,31,1569.0,130.0,56681.0,2020-04-19
Denmark,5819,184,247.0,10,1773.0,113.0,64731.0,2020-04-19
Czechia,5732,163,119.0,7,346.0,98.0,114854.0,2020-04-19
Japan,5530,183,99.0,0,685.0,109.0,64387.0,2020-04-19
Romania,5467,265,270.0,22,729.0,183.0,55430.0,2020-04-19
Pakistan,4695,206,66.0,1,727.0,45.0,54706.0,2020-04-19
Malaysia,4346,118,70.0,3,1830.0,69.0,69675.0,2020-04-19
Philippines,4195,119,221.0,18,140.0,1.0,24500.0,2020-04-19
Saudi Arabia,3651,364,47.0,3,685.0,57.0,115585.0,2020-04-19
Indonesia,3512,219,306.0,26,282.0,0.0,17679.0,2020-04-19
Mexico,3441,260,194.0,20,633.0,89.0,31492.0,2020-04-19
UAE,3360,370,16.0,2,418.0,1.0,593095.0,2020-04-19
Luxembourg,3223,108,54.0,2,500.0,30.0,28273.0,2020-04-19
Serbia,3105,238,71.0,5,118.0,136.0,14240.0,2020-04-19
Finland,2769,164,48.0,6,300.0,82.0,41200.0,2020-04-19
Panama,2752,0,66.0,0,16.0,107.0,11776.0,2020-04-19
Dominican Republic,2620,271,126.0,8,98.0,147.0,7936.0,2020-04-19
Qatar,2512,136,6.0,0,227.0,37.0,45339.0,2020-04-19
Colombia,2473,250,80.0,11,197.0,85.0,37593.0,2020-04-19
Thailand,2473,50,33.0,1,1013.0,61.0,71860.0,2020-04-19
Ukraine,2203,311,69.0,12,61.0,33.0,23522.0,2020-04-19
Singapore,2108,198,7.0,1,492.0,29.0,72680.0,2020-04-19
Greece,2011,56,92.0,5,269.0,77.0,35532.0,2020-04-19
South Africa,2003,69,24.0,6,410.0,7.0,73028.0,2020-04-19
Belarus,1981,495,19.0,3,169.0,72.0,53000.0,2020-04-19
Argentina,1975,81,82.0,3,375.0,96.0,16379.0,2020-04-19
Egypt,1794,95,135.0,17,384.0,0.0,25000.0,2020-04-19
Algeria,1761,95,256.0,21,405.0,46.0,3359.0,2020-04-19
Iceland,1675,27,7.0,1,751.0,11.0,34125.0,2020-04-19
Croatia,1495,88,21.0,1,231.0,34.0,14612.0,2020-04-19
Morocco,1448,74,107.0,10,122.0,1.0,7239.0,2020-04-19
Moldova,1438,149,29.0,0,56.0,80.0,6271.0,2020-04-19
New Zealand,1283,44,2.0,1,373.0,5.0,55685.0,2020-04-19
Iraq,1279,47,70.0,1,550.0,0.0,32158.0,2020-04-19
Estonia,1258,51,24.0,0,93.0,9.0,27883.0,2020-04-19
Hungary,1190,210,77.0,11,112.0,17.0,29948.0,2020-04-19
Slovenia,1160,36,45.0,2,137.0,36.0,33047.0,2020-04-19
Lithuania,999,44,22.0,6,54.0,14.0,36051.0,2020-04-19
Kuwait,993,83,1.0,0,123.0,26.0,0.0,2020-04-19
Azerbaijan,991,65,10.0,1,159.0,27.0,61342.0,2020-04-19
Hong Kong,990,16,4.0,0,309.0,15.0,96709.0,2020-04-19
Armenia,937,16,12.0,2,149.0,30.0,6081.0,2020-04-19
Bahrain,925,38,6.0,1,539.0,3.0,57681.0,2020-04-19
Bosnia and Herzegovina,901,43,36.0,1,129.0,4.0,6911.0,2020-04-19
Cameroon,820,17,12.0,0,98.0,0.0,0.0,2020-04-19
Kazakhstan,812,31,10.0,2,64.0,21.0,61955.0,2020-04-19
Slovakia,715,14,2.0,0,23.0,5.0,22957.0,2020-04-19
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-19
North Macedonia,711,48,32.0,2,41.0,15.0,6571.0,2020-04-19
Tunisia,671,28,25.0,0,25.0,78.0,10087.0,2020-04-19
Bulgaria,635,17,25.0,1,54.0,33.0,18502.0,2020-04-19
Uzbekistan,624,42,3.0,0,42.0,8.0,70000.0,2020-04-19
Latvia,612,23,3.0,0,16.0,3.0,26656.0,2020-04-19
Lebanon,609,27,20.0,1,76.0,28.0,13530.0,2020-04-19
Andorra,601,18,26.0,1,71.0,17.0,1673.0,2020-04-19
Cyprus,595,31,10.0,0,58.0,11.0,16308.0,2020-04-19
Cuba,564,49,15.0,0,51.0,11.0,12023.0,2020-04-19
Costa Rica,558,19,3.0,0,42.0,13.0,6298.0,2020-04-19
Afghanistan,521,37,15.0,0,32.0,0.0,0.0,2020-04-19
Oman,484,27,3.0,0,109.0,3.0,0.0,2020-04-19
Ivory Coast,480,36,3.0,0,54.0,0.0,0.0,2020-04-19
Uruguay,473,17,7.0,0,206.0,13.0,6856.0,2020-04-19
Burkina Faso,443,0,24.0,0,146.0,0.0,0.0,2020-04-19
Niger,438,28,11.0,0,41.0,0.0,4298.0,2020-04-19
Bangladesh,424,94,27.0,6,33.0,1.0,7359.0,2020-04-19
Albania,416,7,23.0,0,182.0,7.0,3385.0,2020-04-19
Channel Islands,398,37,9.0,1,40.0,0.0,1157.0,2020-04-19
Honduras,382,39,23.0,0,7.0,10.0,1600.0,2020-04-19
Taiwan,382,2,6.0,1,91.0,0.0,43886.0,2020-04-19
Réunion,382,20,0.0,0,40.0,3.0,0.0,2020-04-19
Ghana,378,0,6.0,0,4.0,2.0,37405.0,2020-04-19
Jordan,372,0,7.0,0,170.0,5.0,17000.0,2020-04-19
Malta,350,13,2.0,0,16.0,4.0,13732.0,2020-04-19
San Marino,344,11,34.0,0,50.0,14.0,846.0,2020-04-19
Mauritius,318,4,9.0,2,23.0,3.0,6730.0,2020-04-19
Nigeria,305,17,7.0,0,58.0,2.0,5000.0,2020-04-19
Kyrgyzstan,298,18,5.0,1,35.0,5.0,9618.0,2020-04-19
Bolivia,268,4,19.0,1,2.0,3.0,591.0,2020-04-19
Palestine,267,4,2.0,1,45.0,0.0,16068.0,2020-04-19
Senegal,265,15,2.0,0,137.0,1.0,0.0,2020-04-19
Vietnam,257,2,0.0,0,144.0,8.0,118807.0,2020-04-19
Montenegro,255,3,2.0,0,4.0,7.0,2329.0,2020-04-19
Georgia,234,16,3.0,0,54.0,6.0,3271.0,2020-04-19
DRC,215,35,20.0,2,13.0,0.0,0.0,2020-04-19
Guinea,212,18,0.0,0,15.0,0.0,0.0,2020-04-19
Isle of Man,201,11,1.0,0,103.0,11.0,1934.0,2020-04-19
Mayotte,191,7,2.0,0,50.0,4.0,1300.0,2020-04-19
Sri Lanka,190,0,7.0,0,54.0,5.0,3248.0,2020-04-19
Kenya,189,5,7.0,0,22.0,2.0,5278.0,2020-04-19
Faeroe Islands,184,0,0.0,0,145.0,0.0,5408.0,2020-04-19
Venezuela,175,4,9.0,0,84.0,6.0,139282.0,2020-04-19
Martinique,155,1,6.0,0,50.0,19.0,0.0,2020-04-19
Djibouti,150,10,1.0,0,36.0,0.0,3740.0,2020-04-19
Guadeloupe,143,0,8.0,0,67.0,13.0,0.0,2020-04-19
Brunei,136,1,1.0,0,99.0,3.0,9342.0,2020-04-19
Paraguay,129,5,6.0,1,18.0,1.0,2262.0,2020-04-19
Gibraltar,127,4,0.0,0,69.0,1.0,1543.0,2020-04-19
Guatemala,126,31,3.0,0,17.0,3.0,1134.0,2020-04-19
Cambodia,119,0,0.0,0,72.0,1.0,5768.0,2020-04-19
Rwanda,118,5,0.0,0,7.0,0.0,806.0,2020-04-19
El Salvador,117,14,6.0,0,15.0,4.0,0.0,2020-04-19
Trinidad and Tobago,109,0,8.0,0,1.0,0.0,1045.0,2020-04-19
